,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,emotion
1460,40.75584411621094,3998.540771484375,0.016280794516205788,-494.69512939453125,21.10698127746582,-14.390796661376953,-8.524015426635742,-17.840213775634766,-15.99317741394043,-9.437500953674316,-8.402894973754883,-27.335264205932617,-3.1072146892547607,-7.805840015411377,-14.381373405456543,-8.409661293029785,-6.846538066864014,-5.311960220336914,-10.861851692199707,-4.655505180358887,12.895938873291016,13.382221221923828,25.844436645507812,20.670034408569336,12.933061599731445,-3.3675928115844727,2.037360429763794,-11.501776695251465,2.9896700382232666,1.3110843896865845,-0.28494328260421753,-8.341841697692871,-1.8014891147613525,-4.144415378570557,1.3210941553115845,-5.252700328826904,-4.642137050628662,-2.8252105712890625,1.5546491146087646,2.489508628845215,0.6924001574516296,0.6154759526252747,11.936675071716309,145.42047119140625,27.26724624633789,22.237329483032227,23.413572311401367,25.40036964416504,18.17536735534668,16.69053077697754,12.510814666748047,21.294109344482422,8.723851203918457,9.027414321899414,12.588333129882812,10.589761734008789,8.697237968444824,7.985718727111816,14.734088897705078,16.67218589782715,17.386003494262695,14.843606948852539,20.906457901000977,23.236324310302734,20.317811965942383,11.619848251342773,10.14074993133545,14.52027702331543,9.21570873260498,9.571126937866211,6.5598530769348145,13.076027870178223,7.051603317260742,10.641201972961426,10.813804626464844,10.724359512329102,15.505001068115234,11.635184288024902,8.597304344177246,6.602968215942383,6.760071277618408,12.745720863342285,19.217273712158203,0.34492579102516174,0.3493988513946533,neutral
2212,87.42707061767578,3999.43017578125,0.02489861473441124,-403.9382019042969,36.26228713989258,-41.81336975097656,5.657478332519531,-27.468971252441406,-16.871234893798828,0.03734076768159866,-19.053434371948242,-1.1529805660247803,-5.73452615737915,-7.054538726806641,-0.3054167628288269,-8.40030574798584,3.5558035373687744,-1.9486807584762573,1.1449061632156372,1.308867335319519,8.790755271911621,2.709238290786743,13.307042121887207,8.305950164794922,5.540864944458008,0.8141211271286011,-1.6231598854064941,-6.824457168579102,1.4119406938552856,1.4573442935943604,1.560260534286499,-3.0597822666168213,-2.774685859680176,-1.1902936697006226,2.3594753742218018,-0.12721280753612518,0.723762035369873,-1.873341679573059,2.06020450592041,1.3028137683868408,1.2135729789733887,-0.7545760273933411,3.6336863040924072,193.5975341796875,43.9549446105957,47.85297393798828,26.4156551361084,31.571828842163086,23.233871459960938,20.426851272583008,18.87174415588379,12.943119049072266,11.407816886901855,9.555245399475098,10.527061462402344,14.329962730407715,15.256705284118652,12.248029708862305,13.620752334594727,13.774542808532715,16.04568862915039,10.522507667541504,18.27329444885254,17.550241470336914,12.817931175231934,9.219131469726562,9.768040657043457,11.08213996887207,6.22442626953125,8.917378425598145,7.227797508239746,7.627252101898193,7.898510456085205,6.216962814331055,6.1936421394348145,5.430881977081299,6.164628028869629,5.7926836013793945,4.838076114654541,4.070064067840576,5.289230823516846,5.589336395263672,6.913059234619141,0.4441617727279663,0.31973719596862793,angry
585,38.043033599853516,3995.927001953125,0.011387541890144348,-484.7948913574219,62.422584533691406,-11.896453857421875,14.755814552307129,7.9444804191589355,-13.963470458984375,-7.956229209899902,-22.020418167114258,-7.2301025390625,-1.731129765510559,-10.626581192016602,-4.1052141189575195,0.5940489768981934,-4.340888023376465,-2.3271937370300293,-2.2109835147857666,-6.704477310180664,0.7393519282341003,-5.604715347290039,-2.310014247894287,-7.126060962677002,2.2755260467529297,-3.579540491104126,1.3156459331512451,-2.460489511489868,3.6503071784973145,-0.938655436038971,6.975879192352295,1.2821849584579468,3.441185235977173,0.8298979997634888,1.987048864364624,0.5977780818939209,4.661742687225342,2.511516571044922,5.471609115600586,1.2868210077285767,0.17946191132068634,-0.39656582474708557,-0.2251756489276886,161.66978454589844,58.401039123535156,27.580345153808594,20.033639907836914,17.132354736328125,23.286418914794922,15.303010940551758,21.536840438842773,13.800761222839355,8.752074241638184,13.044534683227539,8.562759399414062,10.279638290405273,11.064443588256836,8.398274421691895,8.233478546142578,9.843437194824219,7.693336486816406,8.614299774169922,6.783947467803955,9.021339416503906,7.827205657958984,7.512916564941406,14.657862663269043,13.75325870513916,10.714279174804688,11.548423767089844,15.000438690185547,15.47019100189209,10.524575233459473,9.112696647644043,6.778402328491211,8.324202537536621,9.050076484680176,7.524532318115234,8.427583694458008,8.299864768981934,8.247096061706543,7.541253089904785,4.9939117431640625,0.3931577503681183,0.3327556252479553,sad
1544,10.06593132019043,3989.753173828125,0.005434973631054163,-577.0553588867188,69.67488098144531,-14.483016014099121,14.063885688781738,-2.686594009399414,-3.7530062198638916,-15.049386978149414,-2.333864212036133,-16.24748420715332,-0.53402179479599,3.8928725719451904,-9.52105712890625,4.517492771148682,-4.876298427581787,-5.198548316955566,1.4333534240722656,-9.988166809082031,-5.07435417175293,-0.47675690054893494,-5.042929649353027,-7.3926825523376465,3.0743186473846436,-9.535524368286133,-4.283568382263184,-0.7374347448348999,-3.7133266925811768,-3.8334643840789795,-1.1896584033966064,-3.3416850566864014,0.7993533611297607,1.8844983577728271,2.511624336242676,0.8944244384765625,1.0802810192108154,-5.117639541625977,1.1520581245422363,-1.0244865417480469,8.645294189453125,10.667743682861328,15.920328140258789,169.53817749023438,54.943782806396484,32.9699821472168,20.634334564208984,29.10759162902832,16.078231811523438,19.78784942626953,13.946529388427734,18.83974266052246,10.376653671264648,8.669203758239746,12.632973670959473,11.732311248779297,9.631093978881836,11.130555152893066,7.595114231109619,12.329817771911621,8.0982666015625,7.375749111175537,8.52425765991211,8.21458625793457,5.100497722625732,9.903807640075684,6.328818321228027,5.274126052856445,8.041229248046875,7.488994121551514,7.772696018218994,8.656431198120117,9.75184154510498,13.514884948730469,15.190591812133789,15.585935592651367,9.239217758178711,9.124434471130371,6.464315891265869,9.62069320678711,12.5563325881958,14.276609420776367,17.94673728942871,0.37907540798187256,0.3417561650276184,calm
1107,54.39844512939453,3999.153076171875,0.007179069798439741,-563.6965942382812,38.97434616088867,-10.978131294250488,-2.1560351848602295,-5.0747599601745605,-10.062260627746582,-9.63979434967041,-15.548242568969727,-9.451057434082031,-3.9281797409057617,-7.2621026039123535,-7.184223651885986,-5.434954643249512,-2.074315071105957,-10.820637702941895,-3.0383236408233643,-5.2626423835754395,-3.8744542598724365,-5.7490997314453125,-2.680516242980957,-4.2458343505859375,2.0268144607543945,1.1637566089630127,7.07853889465332,6.071591377258301,5.868994235992432,2.906630754470825,4.025862693786621,3.2607390880584717,4.526862621307373,3.760359525680542,3.6383724212646484,0.7381762862205505,-0.9324400424957275,-1.8498479127883911,0.4123329818248749,-1.8968784809112549,-0.19452936947345734,-1.479549527168274,0.4863029718399048,175.5263671875,62.38494110107422,39.43637466430664,27.010286331176758,17.854406356811523,15.874629974365234,14.539446830749512,18.692235946655273,12.006487846374512,9.829813003540039,9.494877815246582,11.3877534866333,7.832777976989746,4.72389030456543,9.877045631408691,7.120991230010986,7.7365546226501465,8.374920845031738,7.72370719909668,7.9919610023498535,9.72807788848877,12.375114440917969,13.376243591308594,17.318498611450195,16.997203826904297,14.42031478881836,13.718356132507324,11.876799583435059,12.095539093017578,11.001386642456055,10.21101188659668,7.455934047698975,6.717798233032227,7.758176326751709,6.87603235244751,6.716540336608887,7.187038421630859,5.511989593505859,4.943896770477295,4.870331287384033,0.3823931813240051,0.3524244427680969,disgust
1105,48.66720962524414,3996.90869140625,0.004248725716024637,-590.3519897460938,59.348392486572266,-10.46200180053711,5.0374555587768555,-6.530917167663574,-2.77228045463562,-9.63783073425293,-14.576355934143066,-6.883179664611816,-0.025673748925328255,-10.65392017364502,-1.8907195329666138,-9.714638710021973,-1.5616145133972168,-6.7310261726379395,-5.884995460510254,-3.1923987865448,-5.166201114654541,-6.496492385864258,-2.984575033187866,-4.677620887756348,-7.012255668640137,-7.266441822052002,-3.0259389877319336,-8.793092727661133,-4.321534156799316,-4.585113048553467,-1.0471240282058716,1.7101882696151733,5.101171016693115,3.8732759952545166,6.139614105224609,1.5178974866867065,2.523131847381592,-0.43141457438468933,1.8780384063720703,-0.3170280456542969,4.307111740112305,3.61899733543396,4.569763660430908,182.63157653808594,70.93152618408203,36.98244857788086,27.329158782958984,17.72660255432129,18.25560188293457,13.567593574523926,18.974164962768555,15.452252388000488,10.88569450378418,10.534491539001465,8.341524124145508,14.369166374206543,5.719264030456543,7.662449836730957,8.217430114746094,6.078113079071045,5.646142959594727,7.21871280670166,6.218814849853516,7.096778392791748,6.4453582763671875,6.82141637802124,4.048561096191406,7.811366081237793,5.1400251388549805,7.1626667976379395,7.905288219451904,11.149296760559082,13.400175094604492,14.336394309997559,13.474717140197754,9.526835441589355,7.2977213859558105,5.453188419342041,6.197718620300293,5.4479289054870605,6.717255115509033,8.904502868652344,10.367500305175781,0.4348742365837097,0.34879693388938904,disgust
2329,54.838623046875,3999.008056640625,0.007795182056725025,-554.4473876953125,45.41140365600586,-9.499786376953125,11.634337425231934,-3.2351293563842773,-12.162117004394531,-13.339203834533691,-16.950279235839844,-7.66939640045166,5.354212760925293,-20.489910125732422,-9.167763710021973,3.5630059242248535,-4.224834442138672,-7.502825736999512,-1.133748173713684,2.0373728275299072,7.670263767242432,14.111873626708984,14.33279037475586,11.507792472839355,8.563644409179688,4.100411415100098,-2.4568705558776855,-8.435351371765137,-0.6402782797813416,-3.920356035232544,-1.7217350006103516,-9.419747352600098,-7.850369453430176,-6.299766540527344,0.7245956659317017,-3.0139875411987305,-2.452272891998291,-3.3662123680114746,3.2058660984039307,1.8638826608657837,1.3001657724380493,2.4300217628479004,8.438187599182129,129.4444122314453,52.07179260253906,32.614234924316406,21.511581420898438,15.75745964050293,19.311439514160156,16.155269622802734,12.367475509643555,15.351164817810059,12.225946426391602,12.508439064025879,11.204216003417969,10.560749053955078,8.340219497680664,10.041318893432617,10.19046688079834,17.994720458984375,11.1093168258667,16.57666778564453,16.303800582885742,21.924043655395508,15.000940322875977,9.33724594116211,7.83195686340332,10.365826606750488,6.3617658615112305,9.583710670471191,8.030123710632324,6.877902507781982,6.932861804962158,6.979911804199219,7.406203746795654,10.707296371459961,11.64985179901123,8.502144813537598,6.304352760314941,4.620741844177246,6.269947528839111,9.220433235168457,9.998087882995605,0.30778825283050537,0.33656203746795654,fear
1332,14.2125244140625,3996.065185546875,0.0029842315707355738,-653.4576416015625,54.171573638916016,-1.864815354347229,6.170718193054199,-3.516242027282715,0.33634060621261597,-9.592954635620117,-7.782089710235596,-7.694550514221191,-4.788504123687744,-1.0147182941436768,-5.03139591217041,-0.5144785046577454,-1.2261852025985718,-3.5759410858154297,-1.243631362915039,-7.176768779754639,-1.9745997190475464,0.730834424495697,0.558171808719635,-0.294174462556839,1.890620231628418,-2.3938357830047607,0.22071397304534912,-2.712027072906494,2.2809090614318848,-1.778478980064392,1.2329654693603516,0.057652004063129425,1.8023083209991455,3.677224636077881,6.951755046844482,8.148050308227539,7.881441593170166,5.111081123352051,5.577088356018066,-0.35229262709617615,0.5514400005340576,-0.15131759643554688,2.2543139457702637,191.23348999023438,60.177425384521484,22.38874626159668,24.042781829833984,19.668045043945312,11.156932830810547,18.642810821533203,15.626392364501953,13.582374572753906,11.274161338806152,7.73874568939209,11.979751586914062,8.176751136779785,6.4918212890625,8.671553611755371,7.713048458099365,12.270750999450684,8.31379222869873,6.696483135223389,7.84505033493042,7.296103000640869,7.3842267990112305,9.96338939666748,7.637687683105469,7.658527851104736,6.314829349517822,7.5170722007751465,6.780871868133545,9.114057540893555,7.713307857513428,9.782312393188477,10.234606742858887,12.912667274475098,13.57263469696045,9.386870384216309,8.303732872009277,6.114370346069336,6.228091716766357,5.05964994430542,5.195548057556152,0.5134055614471436,0.3462389409542084,surprised
400,12.561929702758789,3996.63916015625,0.01637687347829342,-477.61004638671875,47.3846549987793,1.1838544607162476,7.4815239906311035,-2.4486641883850098,-1.2568529844284058,-4.782849311828613,-3.833657741546631,-6.665386199951172,-0.3913102149963379,-0.7820543646812439,-3.814434051513672,-1.182345986366272,-4.10977840423584,-3.097585678100586,-0.7062150239944458,-7.446153163909912,1.1625783443450928,-3.197232484817505,-1.2555515766143799,-0.23424552381038666,4.4183220863342285,1.5238635540008545,7.254542350769043,5.0475897789001465,8.075929641723633,4.398842811584473,6.08728551864624,4.0903801918029785,4.507732391357422,4.909889221191406,6.241845607757568,4.581289768218994,5.281182765960693,3.376122236251831,4.420709609985352,2.3916168212890625,2.329561233520508,2.1665022373199463,4.7400946617126465,188.23851013183594,44.15264892578125,16.930267333984375,19.5766658782959,19.402050018310547,16.881122589111328,14.43082332611084,10.66598892211914,11.556561470031738,10.861112594604492,8.370291709899902,11.92119312286377,7.197158336639404,9.532790184020996,8.691122055053711,5.60508394241333,11.44425106048584,6.023883819580078,7.548305034637451,6.749223232269287,11.784896850585938,9.411396980285645,9.54131031036377,11.207358360290527,8.349891662597656,8.924649238586426,6.604648590087891,9.046012878417969,10.440339088439941,10.297319412231445,8.023479461669922,7.548462390899658,8.153314590454102,8.880488395690918,7.793181419372559,7.09771203994751,5.661458969116211,5.384609222412109,5.2288818359375,7.260743618011475,0.4425012469291687,0.33195415139198303,happy
90,8.673201560974121,3986.409423828125,0.002172961365431547,-677.50634765625,72.20496368408203,11.515165328979492,24.783992767333984,7.019104957580566,10.029251098632812,-1.5209743976593018,-7.7549285888671875,-10.554848670959473,1.013000726699829,-0.34504440426826477,-5.418910503387451,4.283071041107178,0.9006720185279846,-5.216464996337891,8.068280220031738,-1.2380452156066895,-3.6704413890838623,5.101190567016602,1.5533682107925415,-5.889753818511963,1.6613637208938599,-4.351296901702881,-3.2437546253204346,-1.3659781217575073,0.19454048573970795,-2.3577780723571777,0.9139909148216248,-0.8998897671699524,1.079032063484192,-1.375072956085205,-1.2708451747894287,-1.330398678779602,1.271978497505188,-0.674979031085968,-0.07404200732707977,-3.8562538623809814,-3.489755392074585,-3.5839309692382812,0.141904816031456,176.3767852783203,64.45820617675781,20.518871307373047,18.3302001953125,17.193124771118164,10.905623435974121,15.731181144714355,18.505647659301758,19.464353561401367,10.466683387756348,13.860962867736816,12.806138038635254,10.018009185791016,8.883007049560547,13.803364753723145,7.761633396148682,9.720136642456055,10.22891902923584,4.636207580566406,5.916764259338379,9.404898643493652,5.166470050811768,6.889717102050781,5.690869331359863,4.950166702270508,4.089090347290039,5.40929651260376,3.518252372741699,5.040767192840576,4.137451648712158,5.225217819213867,4.455812931060791,4.273030757904053,3.9384372234344482,4.481961250305176,3.8741462230682373,7.226377010345459,5.894232749938965,5.903655052185059,7.984809875488281,0.5070158243179321,0.33995893597602844,neutral
